Judul,Lokasi,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Lokasi_Clean,Deskripsi_Clean,Keywords_Clean,Image_Link,Property_Link
Rumah Mewah Full Furnished Jalan Kaliurang Km 13,"Kaliurang, Sleman",1.35E+11,3,2,1,88,125,0.135647988,0.020408163,0.005319149,0,7.25E-05,0.000105983,rumah mewah full furnished jalan kaliurang km 13,kaliurang sleman,rumah mewah fully furnished jalan kaliurang km 13 dekat kampus uii al azhar cairo luas tanah,rumah full furnished dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1684270/2024-10-26-12-11-22-d26cce69-7ee1-4458-89bb-0c0602ce63ea-1729919482.jpg,https://www.rumah123.com/properti/sleman/hos18499759/
Rumah Baru di Jalan Magelang Km 13 Dekat Sleman City Hall,"Sleman, Sleman",750000000,3,2,2,120,60,0.000718618,0.020408163,0.005319149,0.034482759,9.92E-05,5.04E-05,rumah baru jalan magelang km 13 dekat sleman city hall,sleman sleman,rumah baru jalan magelang km 13 dekat sleman city hall luas tanah 120 m2 luas bangun 60,rumah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2076352/4d2bda4cbf905c6fbe39d3c73c45c6d5.jpg,https://www.rumah123.com/properti/bantul/hos18499694/
Rumah Besar Dan Luas di Condongcatur Dekat Ugm Dan Pakuwon Mall,"Depok, Sleman",45000000000,5,4,1,488,221,0.045192544,0.040816327,0.015957447,0,0.000405834,0.000188034,rumah besar luas condongcatur dekat ugm pakuwon mall,depok sleman,rumah besar luas condongcatur dekat ugm pakuwon mall luas tanah 488 m2 luas bangun,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-04-17-08-41-45-44ede412-7690-4d3f-91c5-14095d31ecf3.jpg,https://www.rumah123.com/properti/bantul/hos16893784/
Rumah Baru Dalam Perumahan di Jl Magelang Km 7,"Mlati, Sleman",1.99E+11,3,3,2,110,120,0.199971858,0.020408163,0.010638298,0.034482759,9.08E-05,0.000101709,rumah baru rumah jl magelang km 7,mlati sleman,rumah baru rumah jl magelang km 7 dekat sleman city hall luas tanah 110 m2 luas bangun,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075564/f85880c59a55c6342eca219530a31329.jpg,https://www.rumah123.com/properti/bantul/hos18499329/
Rumah Baru di Sukoharjo Dekat Pasar Gentan Jl Kaliurang Km 10,"Ngaglik, Sleman",750000000,3,2,1,125,90,0.000718618,0.020408163,0.005319149,0,0.000103333,7.61E-05,rumah baru sukoharjo dekat pasar gentan jl kaliurang km 10,ngaglik sleman,rumah baru sukoharjo dekat pasar gentan jl kaliurang km 10 luas tanah 125 m2 luas bangun,rumah dekat pusat belanja dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075568/b1abbbb2fe4d12369165f39d74118240.jpg,https://www.rumah123.com/properti/sleman/hos18499029/
Rumah Dalam Perumahan Dekat Kampus Uii Kaliurang,"Ngaglik, Sleman",1.15E+11,3,3,2,121,118,0.115546778,0.020408163,0.010638298,0.034482759,0.0001,0.0001,rumah rumah dekat kampus uii kaliurang,ngaglik sleman,rumah siap huni dekat kampus uii jalan kaliurang spesifikasi tanah 121 m bangun 118 m,rumah siap huni dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075568/95ae1e4095b44eed3ffb1d12c291f59a.jpg,https://www.rumah123.com/properti/sleman/hos18498995/
Rumah Mewah Kontemporer 2 Lantai Modern Kekinian Di Purwomartani Sleman Dekat Swalayan Pamela 7 Dan Budi Mulia Tajem,"Purwomartani   , Sleman",17000000000,3,3,2,113,125,0.017050851,0.020408163,0.010638298,0.034482759,9.33E-05,0.000105983,rumah mewah kontemporer 2 lantai modern kini purwomartani sleman dekat swalayan pamela 7 budi mulia tajem,purwomartani sleman,rumah mewah kontemporer 2 lantai modern kini purwomartani sleman dekat swalayan pamela 7 fully,rumah full furnished,https://picture.rumah123.com/r123-images/720x420-crop/customer/2075568/429df79e0c6f124c2994113db5b7dd64.jpg,https://www.rumah123.com/properti/sleman/hos18498962/
Rumah Mewah 2 Lantai Kontemporer Di Jalan Palagan Km. 9.5 Sariharjo Ngaglik Sleman Dekat Taman Palagan Asri 3,"Ngaglik, Sleman",1.49E+11,3,3,2,109,115,0.149718834,0.020408163,0.010638298,0.034482759,9.00E-05,9.74E-05,rumah mewah 2 lantai kontemporer jalan palagan km 9 5 sariharjo ngaglik sleman dekat taman palagan asri 3,ngaglik sleman,rumah mewah 2 lantai kontemporer jalan palagan km 9 5 sariharjo ngaglik sleman dekat taman palagan,rumah siap huni dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1212332/2024-10-26-11-20-03-8978726c-2ba7-4474-8737-5a69e3ee1927-1729916403.jpg,https://www.rumah123.com/properti/sleman/hos18498945/
Rumah Cantik 2 Lantai Dengan Tanah Luas Di Perumahan Gedongkuning Banguntapan Dekat Gedung Jec,"Banguntapan, Bantul",1.55E+11,5,3,1,199,182,0.155749197,0.040816327,0.010638298,0,0.000165,0.000154701,rumah cantik 2 lantai tanah luas rumah gedongkuning banguntapan dekat gedung jec,banguntapan bantul,rumah cantik 2 lantai tanah luas rumah gedongkuning banguntapan dekat gedung jec harga,rumah dekat sekolah dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1905476/76f492c7e86e326b541259531e0e3a05.jpg,https://www.rumah123.com/properti/sleman/hos18498918/
Rumah Mewah 2 Lantai Istimewa Di Jalan Palagan Dekat Hotel Hyatt Dan Monjali,"Ngaglik, Sleman",18000000000,3,3,2,125,150,0.018055912,0.020408163,0.010638298,0.034482759,0.000103333,0.000127351,rumah mewah 2 lantai istimewa jalan palagan dekat hotel hyatt monjali,ngaglik sleman,rumah mewah 2 lantai istimewa jalan palagan dekat hotel hyatt monjali harga 1 8 milyar,rumah dekat sekolah,https://pic.rumah123.com/r123/720x420-crop/house/ho14/14136511/original/hos14136511-06-08-00-42-03-2ab0e025-d268-498d-9b4a-551cd58aa327.jpg,https://www.rumah123.com/properti/bantul/hos15600398/
"Rumah 2 Lantai Baru SHM di Kaliurang Km.10, Sleman","Kaliurang, Sleman",22000000000,4,3,2,133,155,0.022076153,0.030612245,0.010638298,0.034482759,0.00011,0.000131624,rumah 2 lantai baru shm kaliurang km 10 sleman,kaliurang sleman,rumah 2 lantai baru semi furnished shm jl yudistiro palgading sinduharjo kec ngaglik kabupaten,rumah full furnished dekat sekolah dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1913048/2024-10-26-10-55-54-962327f1-bf48-456a-bfd2-64aa65d193f0-1729914954.jpg,https://www.rumah123.com/properti/sleman/hos18498784/
Rumah Scandinavian Cantik Dekat Budi Mulia Dua Culinary School,"Sleman, Yogyakarta",920000000,3,2,1,104,60,0.000889479,0.020408163,0.005319149,0,8.58E-05,5.04E-05,rumah scandinavian cantik dekat budi mulia culinary school,sleman yogyakarta,jual rumah baru siap bangun perum wedomaratni sleman kode core 711 daya tarik kawasan,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/2082437/f462eae4d05780375b5c69fda91033e1.jpg,https://www.rumah123.com/properti/sleman/hos18498256/
Rumah Mewah Dekat Kampus Atma Jaya Babarsari Sleman,"Maguwoharjo, Yogyakarta",1.87E+11,3,3,2,150,110,0.187911133,0.020408163,0.010638298,0.034482759,0.000124167,9.32E-05,rumah mewah dekat kampus atma jaya babarsari sleman,maguwoharjo yogyakarta,dkirana benefit 50 meter jalan raya utama one gate rumah fitur smarthome sistem,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1964417/0513b2750f50fbbea6537361ae9a6216.jpg,https://www.rumah123.com/properti/bantul/hos18479611/
Modern Minimalis Rumah di Sleman Dekat Rs Gramedika 10,"Ngaglik, Sleman",775000000,3,2,1,120,85,0.000743745,0.020408163,0.005319149,0,9.92E-05,7.18E-05,modern minimal rumah sleman dekat rs gramedika 10,ngaglik sleman,jual rumah siap huni konsep modern minimal bonus water heater kitchen set kode core,rumah siap huni dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1964417/cd053d295b5955eb1af4c86568342363.jpg,https://www.rumah123.com/properti/bantul/hos18479744/
Rumah Modern Mewah Dekat Jalan Raya di Kalasan,"Purwomartani   , Sleman",950000000,3,2,1,145,85,0.00091963,0.020408163,0.005319149,0,0.00012,7.18E-05,rumah modern mewah dekat jalan raya kalas,purwomartani sleman,rumah modern mewah dekat jalan raya kalas sambiroto purwomartani kalas sleman yogyakarta,rumah dekat pusat belanja dekat sekolah dekat tempat ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/295884/44d42e73e2ff476cf6781ffcf7d1dce1.jpg,https://www.rumah123.com/properti/sleman/hos18497979/
Rumah 2 Lantai Bagus Siap Huni 8 Menit Ke Kampus Uii,"Sleman, Yogyakarta",1.95E+11,3,3,1,205,80,0.195951616,0.020408163,0.010638298,0,0.00017,6.75E-05,rumah 2 lantai bagus siap huni 8 menit kampus uii,sleman yogyakarta,jual rumah siap huni 2 lantai kondisi bagus perum palgan sleman kepoiin yukkk,rumah siap huni dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/3aa5384c6017d27f6afdc5b17324d0ce.png,https://www.rumah123.com/properti/sleman/hos18357660/
Rumah Bagus Siap Huni Luas 8 Menit Ke Kampus Upn,"Ngemplak, Sleman",1.39E+11,3,2,1,192,74,0.13966823,0.020408163,0.005319149,0,0.000159167,6.24E-05,rumah bagus siap huni luas 8 menit kampus upn,ngemplak sleman,jual rumah siap huni luas kondisi bagus konsep modern wedomartani sleman kode core,rumah siap huni dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/781770/2024-03-17-01-53-57-fa903b29-b8da-44d6-b696-78d374e0e829.jpg,https://www.rumah123.com/properti/yogyakarta/hos16690341/
Rumah Mewah Siap Huni Bagus 5 Menit Ke Kids Fun,"Banguntapan, Bantul",1.79E+11,4,4,1,128,200,0.179870649,0.030612245,0.015957447,0,0.000105833,0.000170086,rumah mewah siap huni bagus 5 menit kids fun,banguntapan bantul,perum fasilitas lengkap banguntapan bantul kode core 782 fasilitas water heater,rumah siap huni dekat fasilitas sehat dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/1913048/2024-10-26-08-55-11-412e7f02-f414-4223-8df1-00063ac2aad9-1729907711.jpg,https://www.rumah123.com/properti/sleman/hos18497848/
Murah Istimewa! Rumah Baru Mewah Limasan Istimewa Dengan Tata Ruang Lega Di Jalan Kaliurang Km 13 Ngemplak Sleman Dekat Dengan Pasar Jangkang,"Ngemplak, Sleman",810000000,3,2,2,124,85,0.000778922,0.020408163,0.005319149,0.034482759,0.0001025,7.18E-05,murah istimewa rumah baru mewah limas istimewa tata ruang lega jalan kaliurang km 13 ngemplak sleman dekat pasar jangkang,ngemplak sleman,murah istimewa murah istimewa murah istimewa rumah baru mewah limas istimewa tata ruang lega,rumah dekat sekolah dekat fasilitas sehat dekat landmark,https://picture.rumah123.com/r123-images/720x420-crop/customer/1908177/cd13e45bd5f5636af50976596c20ab37.jpg,https://www.rumah123.com/properti/yogyakarta/hos18497812/
Rumah Murah Sekaligus Kos 28 Kamar Di Wirobrajan Jogja Dekat Malioboro,"Wirobrajan, Yogyakarta",28000000000,28,10,1,335,335,0.028106516,0.275510204,0.04787234,0,0.000278334,0.00028547,rumah murah sekaligus kos 28 kamar wirobrajan jogja dekat malioboro,wirobrajan yogyakarta,rumah murah sekaligus kos 28 kamar wirobrajan jogja dekat malioboro lokasi wirobrajan yogyakarta,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1752647/2024-01-20-01-17-10-d5516429-5262-4a1d-adc8-7eaeeda8a554.jpg,https://www.rumah123.com/properti/sleman/hos16108836/
Rumah Dan Kos 15 Kamar Termurah Dalam Ringroad Selatan Dalam Kota Jogja,"Sewon, Bantul",75000000000,15,15,1,534,500,0.075344359,0.142857143,0.074468085,0,0.000444167,0.000426496,rumah kos 15 kamar murah ringroad selatan kota jogja,won bantul,spesifikasi kost tahun bangun 2015 bangun 2 lantai kamar tidur 15 kamar mandi 15 9 dalam,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1908177/d9a5a52a71a2a7541686c10dd9dc3b5b.jpg,https://www.rumah123.com/properti/sleman/hos18497785/
Rumah Baru One Gate Diutara Pasar Sleman,"Sleman, Sleman",419000000,2,1,1,85,36,0.000385943,0.010204082,0,0,7.00E-05,2.99E-05,rumah baru one gate utara pasar sleman,sleman sleman,rumah baru one gate utara pasar sleman plumbon kidul mororejo tempel sleman regency special,rumah dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1908177/e2b90165b167760b44ce1b5aef2e57bb.jpg,https://www.rumah123.com/properti/yogyakarta/hos18497752/
Rumah Minimalis Modern Dekat Pamela 7,"Purwomartani   , Sleman",633000000,2,1,2,105,59,0.000601026,0.010204082,0,0.034482759,8.67E-05,4.96E-05,rumah minimal modern dekat pamela 7,purwomartani sleman,rumah baru minimal modern buat pasang muda purwomartani total 4 unit kav a lt 105m2 lb,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1098849/2022-12-12-06-42-06-dc9d5762-e493-408a-b67f-3b501961cb3c.jpg,https://www.rumah123.com/properti/bantul/hos12072882/
Rumah Kontemporer 2 Lantai Siap Huni Full Furnished,"Purwomartani   , Sleman",17000000000,3,3,2,113,125,0.017050851,0.020408163,0.010638298,0.034482759,9.33E-05,0.000105983,rumah kontemporer 2 lantai siap huni full furnished,purwomartani sleman,jual rumah kontemporer 2 lantai siap huni fully furnished luas tanah 113 m2 luas bangun 125 m2,rumah full furnished siap huni dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1467447/19c6dab65b4b1a82984539b4c1a36fc2.jpg,https://www.rumah123.com/properti/sleman/hos18439266/
Rumah Bagus Di Lokasi Premium Dekat Transmart Maguwo,"Kalasan, Sleman",750000000,2,1,1,106,55,0.000718618,0.010204082,0,0,8.75E-05,4.62E-05,rumah bagus lokasi premium dekat transmart maguwo,kalas sleman,rumah bagus lokasi premium dekat transmart maguwo rumah bagus lokasi premium dekat transmart,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/2022-09-29-08-24-16-e639aa03-f070-46f0-9527-97d6e5e90cc4.jpg,https://www.rumah123.com/properti/sleman/hos11266393/
Rumah Bagus Di Lokasi Premium Dekat Transmart Maguwo,"Sedayu, Bantul",750000000,2,1,1,106,55,0.000718618,0.010204082,0,0,8.75E-05,4.62E-05,rumah bagus lokasi premium dekat transmart maguwo,dayu bantul,rumah bagus lokasi premium dekat transmart maguwo rumah bagus lokasi premium dekat transmart,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/65490/2024-05-19-12-51-21-b179d115-ebb9-4764-afd5-92ab8ddefe08.jpg,https://www.rumah123.com/properti/sleman/hos16912078/
Rumah Baru 2 Lantai Dekat Maguwoharjo Sleman,"Sleman, Sleman",1.38E+11,3,2,2,107,100,0.138663169,0.020408163,0.005319149,0.034482759,8.83E-05,8.46E-05,rumah baru 2 lantai dekat maguwoharjo sleman,sleman sleman,dkirana benefit 50 meter jalan raya utama one gate rumah fitur smarthome sistem,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1549962/0e3dbd6e01769baa8b72d23b0bf35c91.jpg,https://www.rumah123.com/properti/yogyakarta/hos18131236/
Rumah Skandinavian Dijual Kasihan Dkt Kota Yogyakarta.KPR,"Kasihan, Bantul",700000000,3,1,1,90,65,0.000668365,0.020408163,0,0,7.42E-05,5.47E-05,rumah skandinavian jual kasihan dkt kota yogyakarta kpr,kasihan bantul,rumah jual jogja dekat kota kasihan yogyakarta wdi rumah model skandinavia high ceilling,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/2024-04-14-15-05-55-2dbe8dd3-ea7b-4955-b133-235ff6251da0.jpg,https://www.rumah123.com/properti/yogyakarta/hos16874395/
Rumah Dalam Perumahan Hanya Sisa 3 Unit Saja Di Seyegan Sleman Jogja,"Seyegan, Sleman",299000000,2,1,1,60,30,0.000265336,0.010204082,0,0,4.92E-05,2.48E-05,rumah rumah sisa 3 unit di seyegan sleman jogja,seyegan sleman,rumah besar seyegan lokasi strategis dekat jalan raya godean seyegan spesifikasi,rumah dekat pusat belanja dekat sekolah dekat fasilitas sehat,https://pic.rumah123.com/r123/720x420-crop/house/ho98/9889666/original/hos9889666-rumah-di-jual-di-sleman-di-sleman-16474106929647.jpg,https://www.rumah123.com/properti/yogyakarta/hos9889666/
Home Stay Nyaman w/ Swimming poll di Jl Solo,"Demangan, Yogyakarta",17000000000,21,23,1,1430,700,0.017050851,0.204081633,0.117021277,0,0.001190834,0.000597436,home stay nyaman w swimming poll jl solo,demang yogyakarta,homestay nyaman asri jl solo akses jg lewat jl gejayan ijin lengkap detail full,rumah full furnished,https://picture.rumah123.com/r123-images/720x420-crop/customer/67679/2024-06-20-13-00-39-d295d337-198d-4d9c-a87b-c7345050b17b.jpg,https://www.rumah123.com/properti/sleman/hos17395090/
Rumah 2 Lantai Timur Stadion Maguwoharjo,"Maguwoharjo, Yogyakarta",1.99E+11,4,5,2,150,190,0.199971858,0.030612245,0.021276596,0.034482759,0.000124167,0.000161539,rumah 2 lantai timur stadion maguwoharjo,maguwoharjo yogyakarta,jual rumah full furnish tinggal serah terima,rumah full furnished dekat tempat wisata,https://picture.rumah123.com/r123-images/720x420-crop/customer/67679/2022-07-06-14-47-13-c58403a1-faa1-480f-b052-c440fbbf0286.jpg,https://www.rumah123.com/properti/sleman/hos10571771/
Rumah Cantik Modern 2 Lantai Mezanin Di Dalam Cluster Griya Tamantirto Kasihan Bantul Dekat Kampus Umy,"Kasihan, Bantul",660000000,3,2,1,108,72,0.000628163,0.020408163,0.005319149,0,8.92E-05,6.07E-05,rumah cantik modern 2 lantai mezanin dalam cluster griya tamantirto kasihan bantul dekat kampus umy,kasihan bantul,rumah cantik modern 2 lantai mezanin dalam cluster griya tamantirto kasihan bantul dekat kampus,rumah dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1865085/90d57b80dcf971976cc3159a422b87b4.jpg,https://www.rumah123.com/properti/sleman/hos18439005/
Dijual Rumah 2 Lantai Desain Modern Di Jogja Kawasan Depok,"Depok, Sleman",15000000000,4,3,1,118,165,0.01504073,0.030612245,0.010638298,0,9.75E-05,0.000140171,jual rumah 2 lantai desain modern jogja kawasan depok,depok sleman,jual rumah 2 lantai desain modern jogja kawasan depok jual rumah 2 lantai desain modern di,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1865085/f5a13f7cac8c402858b986cbbe9a455d.jpg,https://www.rumah123.com/properti/sleman/hos18438996/
Rumah Baru Minimalis Modern Di Purwomartani,"Purwomartani   , Sleman",550000000,2,1,1,89,51,0.000517606,0.010204082,0,0,7.33E-05,4.27E-05,rumah baru minimal modern purwomartani,purwomartani sleman,rumah baru minimal modern buat pasang muda purwomartani total 4 unit kav a lt 105m2 lb,rumah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1865085/c5e44870ed98de67ce8b54bead76d154.jpg,https://www.rumah123.com/properti/sleman/hos18438991/
Dijual Rumah Joglo Promo Cuma 275 Juta di Prambanan,"Prambanan, Sleman",275000000,2,1,1,70,36,0.000241215,0.010204082,0,0,5.75E-05,2.99E-05,jual rumah joglo promo cuma 275 juta prambanan,prambanan sleman,jual rumah joglo promo cuma 275 juta prambanan rumah one gate system usung konsep unit,rumah dekat akses transportasi dekat pusat belanja dekat sekolah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1865085/6fbaf3ecae760deed9719b2ccd91001d.jpg,https://www.rumah123.com/properti/sleman/hos18438976/
Rumah Baru Nyaman Di Lokasi Strategis Di Sedayu,"Sedayu, Bantul",321000000,2,1,1,75,36,0.000287447,0.010204082,0,0,6.17E-05,2.99E-05,rumah baru nyaman lokasi strategis dayu,dayu bantul,rumah baru nyaman lokasi strategis dayu rumah baru nyaman lokasi strategis dayu,rumah dekat sekolah dekat fasilitas sehat,https://picture.rumah123.com/r123-images/720x420-crop/customer/1739800/ac2f4aa149b3b375b3ddd18016e2efd9.jpg,https://www.rumah123.com/properti/bantul/hos18438939/
